lat,lon,boxId,value,createdAt
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.17,2019-01-25T00:46:07.694Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.28,2019-01-25T00:45:41.534Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.24,2019-01-25T00:45:15.390Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.28,2019-01-25T00:44:49.236Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.23,2019-01-25T00:44:23.085Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.16,2019-01-25T00:43:56.929Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.19,2019-01-25T00:43:30.772Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-25T00:43:04.615Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.17,2019-01-25T00:42:38.460Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.05,2019-01-25T00:42:12.309Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-25T00:41:46.153Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.1,2019-01-25T00:41:20.001Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.17,2019-01-25T00:40:53.849Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.06,2019-01-25T00:40:27.694Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:40:06.058Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:39:34.360Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.02,2019-01-25T00:39:08.209Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-25T00:38:42.056Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.02,2019-01-25T00:38:15.901Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.06,2019-01-25T00:37:49.749Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:37:23.594Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.98,2019-01-25T00:36:57.404Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.92,2019-01-25T00:36:31.213Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-25T00:36:05.021Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.94,2019-01-25T00:35:38.859Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.91,2019-01-25T00:35:12.713Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.91,2019-01-25T00:34:46.530Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.94,2019-01-25T00:34:20.328Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.94,2019-01-25T00:33:54.183Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.94,2019-01-25T00:33:28.021Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.94,2019-01-25T00:33:01.874Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.98,2019-01-25T00:32:35.686Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.95,2019-01-25T00:32:09.495Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:31:43.324Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.92,2019-01-25T00:31:16.929Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.92,2019-01-25T00:30:50.775Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-25T00:30:24.630Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.91,2019-01-25T00:29:58.441Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.98,2019-01-25T00:29:32.252Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.95,2019-01-25T00:29:06.092Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.01,2019-01-25T00:28:39.942Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.02,2019-01-25T00:28:13.742Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-25T00:27:47.585Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.17,2019-01-25T00:27:21.341Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.16,2019-01-25T00:26:55.208Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.95,2019-01-25T00:26:29.042Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.06,2019-01-25T00:26:02.882Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.02,2019-01-25T00:25:36.725Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.04,2019-01-25T00:25:10.575Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.1,2019-01-25T00:24:44.309Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.08,2019-01-25T00:24:18.082Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-25T00:23:51.788Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-25T00:23:25.581Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:22:59.422Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:22:33.274Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.01,2019-01-25T00:22:07.124Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.01,2019-01-25T00:21:40.967Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.06,2019-01-25T00:21:14.809Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.05,2019-01-25T00:20:48.664Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.01,2019-01-25T00:20:22.510Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.1,2019-01-25T00:19:56.282Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-25T00:19:30.027Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.08,2019-01-25T00:19:03.834Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-25T00:18:37.640Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.02,2019-01-25T00:18:11.486Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.08,2019-01-25T00:17:45.338Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.95,2019-01-25T00:17:19.181Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:16:52.974Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.96,2019-01-25T00:16:26.818Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.88,2019-01-25T00:16:00.661Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.05,2019-01-25T00:15:34.505Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.04,2019-01-25T00:15:08.357Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-25T00:14:42.193Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.24,2019-01-25T00:14:16.042Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.31,2019-01-25T00:13:49.889Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.23,2019-01-25T00:13:23.736Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.3,2019-01-25T00:12:57.582Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.31,2019-01-25T00:12:31.426Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.32,2019-01-25T00:12:05.276Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.28,2019-01-25T00:11:39.119Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.26,2019-01-25T00:11:12.970Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.28,2019-01-25T00:10:46.814Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.32,2019-01-25T00:10:20.599Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.3,2019-01-25T00:09:58.571Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.28,2019-01-25T00:09:27.214Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.31,2019-01-25T00:09:01.052Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.26,2019-01-25T00:08:34.902Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.32,2019-01-25T00:08:08.710Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.3,2019-01-25T00:07:42.556Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.3,2019-01-25T00:07:16.410Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.28,2019-01-25T00:06:50.255Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.26,2019-01-25T00:06:24.102Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.23,2019-01-25T00:05:57.951Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.3,2019-01-25T00:05:31.800Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.2,2019-01-25T00:05:05.641Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.26,2019-01-25T00:04:39.484Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.32,2019-01-25T00:04:13.328Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.24,2019-01-25T00:03:47.175Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.32,2019-01-25T00:03:21.027Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.31,2019-01-25T00:02:53.595Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.31,2019-01-25T00:02:27.454Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.3,2019-01-25T00:02:01.295Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.23,2019-01-25T00:01:35.141Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.22,2019-01-25T00:01:08.985Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.17,2019-01-25T00:00:42.837Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.16,2019-01-25T00:00:16.677Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-24T23:59:50.526Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:59:24.368Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:58:58.222Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.12,2019-01-24T23:58:32.067Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.1,2019-01-24T23:58:05.907Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.19,2019-01-24T23:57:39.722Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:57:11.993Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-24T23:56:45.797Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:56:19.637Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.12,2019-01-24T23:55:53.494Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.12,2019-01-24T23:55:27.339Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.01,2019-01-24T23:55:01.150Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.01,2019-01-24T23:54:34.923Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-24T23:54:08.779Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.06,2019-01-24T23:53:42.622Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.06,2019-01-24T23:53:16.485Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.95,2019-01-24T23:52:50.322Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.98,2019-01-24T23:52:24.167Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.02,2019-01-24T23:51:58.014Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.99,2019-01-24T23:51:31.867Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,0.98,2019-01-24T23:51:05.625Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.12,2019-01-24T23:50:39.426Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.08,2019-01-24T23:50:13.271Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.19,2019-01-24T23:49:47.111Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.24,2019-01-24T23:49:20.971Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:48:54.809Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.08,2019-01-24T23:48:28.661Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:48:02.501Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-24T23:47:36.315Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.08,2019-01-24T23:47:10.153Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.2,2019-01-24T23:46:44.006Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.16,2019-01-24T23:46:17.814Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:45:51.663Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.1,2019-01-24T23:45:25.465Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.1,2019-01-24T23:44:59.310Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.16,2019-01-24T23:44:33.114Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.14,2019-01-24T23:44:06.969Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:43:40.769Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.12,2019-01-24T23:43:14.017Z
51.957090029248754,7.640642523765564,56957f3ab3de1fe0052532da,1.13,2019-01-24T23:42:47.890Z
