sensorId,lat,lon,boxName,boxId,2019-01-01T23Z,2019-01-02T00Z,2019-01-02T01Z,2019-01-02T02Z,2019-01-02T03Z,2019-01-02T04Z,2019-01-02T05Z,2019-01-02T06Z,2019-01-02T07Z,2019-01-02T08Z,2019-01-02T09Z,2019-01-02T10Z,2019-01-02T11Z,2019-01-02T12Z,2019-01-02T13Z,2019-01-02T14Z,2019-01-02T15Z,2019-01-02T16Z,2019-01-02T17Z,2019-01-02T18Z,2019-01-02T19Z,2019-01-02T20Z,2019-01-02T21Z,2019-01-02T22Z,2019-01-02T23Z,2019-01-03T00Z
5ac9be65c4edec00190439f1,51.976309,7.626046,PGKN FS01 - Schule,5ac9be65c4edec00190439ef,5.420833333333333,5.333333333333333,5.558333333333334,5.154166666666667,5.491666666666667,6.016666666666667,6.258333333333333,5.664,5.257142857142857,5.526315789473684,5.536842105263158,6.45,6.584999999999999,6.591666666666666,6.245,5.745833333333334,4.688,3.5541666666666667,2.9250000000000003,2.5708333333333333,3.1166666666666667,2.845833333333333,3.2916666666666665,3.4499999999999997,3.3523809523809525,3.7142857142857144
5ac9edb1c4edec00190b2147,51.980717,7.65084,PGKN FS02 - Rumphorst,5ac9edb1c4edec00190b2145,5.232142857142857,5.068965517241379,5.30344827586207,4.93448275862069,5.427586206896552,5.868965517241379,5.810344827586207,5.165517241379311,4.9,5.177272727272727,5.239999999999999,6.158823529411765,6.376,6.296428571428572,5.9913043478260875,5.362068965517241,4.1535714285714285,2.753333333333333,1.7384615384615385,1.3793103448275863,2.6633333333333336,1.9892857142857143,2.7896551724137932,3.048275862068966,3.1,3.448
5acfae2a223bd8001977b620,51.988501,7.646677,PGKN FS03,5acfae2a223bd8001977b61e,4.670833333333333,4.558333333333334,4.720833333333333,4.395833333333333,4.720833333333333,5.26,5.391666666666667,4.8125,4.4,4.6000000000000005,5.013636363636364,5.918181818181818,6.186956521739131,6.054166666666666,5.791304347826086,5.220833333333333,4.1000000000000005,2.5708333333333333,1.6,1.2583333333333333,1.7249999999999999,1.5041666666666667,1.736,2.0083333333333333,2.090909090909091,2.517391304347826
5ae36891223bd8001972fb54,51.957807,7.642804,PGKN FS05,5ae36891223bd8001972fb52,,,,,,,,,,,,,,,5.9,5.727777777777778,5.01,4.194444444444445,3.6761904761904765,3.4375,3.5625,3.3958333333333335,3.4625,3.6958333333333333,3.5333333333333337,3.6399999999999997
5ae36a64223bd80019734631,51.973884,7.615585,PGKN FS07,5ae36a64223bd8001973462f,8.5375,8.5,8.512500000000001,8.383333333333335,8.456,8.808333333333334,9.133333333333333,8.858333333333333,8.583333333333334,8.627272727272727,10.104545454545455,16.17142857142857,15.469565217391304,11.054166666666667,10.530434782608696,9.625,8.916666666666666,7.972,7.1000000000000005,6.75,6.6125,6.648,6.5249999999999995,6.795833333333333,6.51304347826087,6.660869565217391
5b2689841fef04001b7af54c,51.966853,7.661677,Euglers Wetterstation,5b2689841fef04001b7af54a,5.289090909090909,5.209090909090909,5.369090909090909,5.083636363636364,5.425454545454545,5.863636363636363,6.014545454545455,5.549090909090909,5.206521739130435,5.288571428571428,7.290909090909091,8.997222222222222,8.635,8.667272727272728,8.576923076923077,7.670909090909091,5.9799999999999995,4.483636363636363,3.6357142857142857,3.1018518518518516,3.292857142857143,3.2636363636363637,3.481818181818182,3.6574074074074074,3.4048780487804877,3.5595238095238093
5b2cc9471fef04001b7b4b44,51.928442,7.667642,TTN Device 1,5b2cc9471fef04001b7b4b3f,9.66,9.35,9.200000000000001,9.200000000000001,9.15,9.98,11.116666666666667,11.483333333333334,11.459999999999999,11.52,13.633333333333333,20.580000000000002,24.585714285714285,24.25,19.619999999999997,16.357142857142858,14.7,12.271428571428572,10.75,9.85,9.22,8.5,8.059999999999999,8.01,7.8428571428571425,7.98888888888889
5b3e7f6f5dc1ec001be11cf4,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,5.085,4.773333333333333,4.623333333333333,4.27125,5.215,5.751666666666666,5.707083333333333,4.96625,4.471363636363637,4.925789473684211,4.951578947368421,5.824736842105263,6.170476190476191,5.9695833333333335,5.6905,8.4,3.5812500000000003,2.1566666666666667,1.7249999999999999,0.5275,1.8241666666666667,0.34708333333333335,1.4666666666666668,1.8445833333333332,2.314761904761905,2.742857142857143
5b69c0bb9c135100199dd682,51.961585,7.582503,Deipen4_A,5b69c0bb9c135100199dd67c,4.4885,4.465999999999999,4.432333333333333,4.037,4.455,4.889833333333333,5.073833333333334,4.5040000000000004,4.0235,4.312666666666667,4.6915000000000004,5.463333333333334,5.785166666666667,5.8004999999999995,5.655,5.231333333333334,4.379333333333333,3.3113333333333332,2.453333333333333,1.9518333333333333,1.9861666666666666,1.8443333333333334,1.9481666666666666,2.133666666666667,2.135,2.3623333333333334
5bbcca7ebc400c001b800596,51.949959,7.624833,Der Kaffeefreund,5bbcca7ebc400c001b80058f,,,,,,,5.453333333333333,5.416666666666667,,,,,,,,,,,,,,,,,,
5bd46cdcc74cf4001bd3361e,51.993416,7.54397,Nienberge Garten,5bd46cdcc74cf4001bd33617,4.704666666666666,4.675333333333333,4.6075,4.122,4.917,5.327666666666667,5.418333333333334,4.6658333333333335,4.066833333333333,4.6915000000000004,4.9623333333333335,6.319833333333333,8.5875,12.1145,14.2245,9.259666666666668,5.068666666666667,2.6180000000000003,0.9611666666666667,-0.09333333333333332,0.6733333333333333,0.23083333333333333,0.49716666666666665,1.2488333333333335,1.5554999999999999,2.1493333333333333
5be58bb6cdfcd0001c1bff06,51.951764,7.627666,Holzbox,5be58bb6cdfcd0001c1bfeff,4.420333333333334,4.41,4.542,4.1705,4.638999999999999,5.026666666666667,5.117,4.663833333333333,4.225333333333333,4.4425,4.480333333333333,5.113166666666667,5.440833333333333,5.415666666666667,5.199,4.719245283018868,4.055499999999999,2.893666666666667,1.9103389830508473,1.0608333333333333,1.6111864406779661,1.555,1.7861666666666667,2.102,2.2513333333333336,2.5488333333333335
5bfc8dba3e34fc00196a3f8d,51.975688,7.569811,Feinstaubsensor,5bfc8dba3e34fc00196a3f8b,,,,,,,,,,,,,,,,,,,10.114285714285714,6.595238095238095,4.158333333333333,4,4.029166666666667,4.208695652173913,3.919047619047619,4.104761904761905
